Label,Date,Value
"Individuals, partnerships, and corporations",2022-03-31,482144000000.0
"Individuals, partnerships, and corporations",2022-06-30,468629000000.0
"Individuals, partnerships, and corporations",2008-09-30,588967000000.0
"Individuals, partnerships, and corporations",2008-12-31,579313000000.0
"Individuals, partnerships, and corporations",2009-09-30,500069000000.0
"Individuals, partnerships, and corporations",2011-06-30,566971000000.0
"Individuals, partnerships, and corporations",2011-09-30,605073000000.0
"Individuals, partnerships, and corporations",2011-12-31,648964000000.0
"Individuals, partnerships, and corporations",2012-03-31,664339000000.0
"Individuals, partnerships, and corporations",2012-09-30,670576000000.0
"Individuals, partnerships, and corporations",2012-12-31,695726000000.0
"Individuals, partnerships, and corporations",2013-06-30,707934000000.0
"Individuals, partnerships, and corporations",2013-09-30,730995000000.0
"Individuals, partnerships, and corporations",2014-12-31,789615000000.0
"Individuals, partnerships, and corporations",2015-03-31,796821000000.0
"Individuals, partnerships, and corporations",2015-12-31,772311000000.0
"Individuals, partnerships, and corporations",2016-03-31,798441000000.0
"Individuals, partnerships, and corporations",2016-06-30,810541000000.0
"Individuals, partnerships, and corporations",2016-09-30,842804000000.0
"Individuals, partnerships, and corporations",2016-12-31,848695000000.0
"Individuals, partnerships, and corporations",2017-03-31,862321000000.0
"Individuals, partnerships, and corporations",2017-06-30,859461000000.0
"Individuals, partnerships, and corporations",2017-09-30,873441000000.0
"Individuals, partnerships, and corporations",2017-12-31,875172000000.0
"Individuals, partnerships, and corporations",2018-03-31,909953000000.0
"Individuals, partnerships, and corporations",2018-06-30,897111000000.0
"Individuals, partnerships, and corporations",2018-09-30,907605000000.0
"Individuals, partnerships, and corporations",2018-12-31,886357000000.0
"Individuals, partnerships, and corporations",2019-03-31,932319000000.0
"Individuals, partnerships, and corporations",2019-06-30,924836000000.0
"Individuals, partnerships, and corporations",2019-09-30,943285000000.0
"Individuals, partnerships, and corporations",2019-12-31,949316000000.0
"Individuals, partnerships, and corporations",2020-03-31,1035851000000.0
"Individuals, partnerships, and corporations",2020-06-30,1160598000000.0
"Individuals, partnerships, and corporations",2020-09-30,1224351000000.0
"Individuals, partnerships, and corporations",2020-12-31,1302187000000.0
"Individuals, partnerships, and corporations",2021-03-31,1411006000000.0
"Individuals, partnerships, and corporations",2021-06-30,1437464000000.0
"Individuals, partnerships, and corporations",2021-09-30,1488787000000.0
"Individuals, partnerships, and corporations",2021-12-31,1545257000000.0
"Individuals, partnerships, and corporations",2022-03-31,1578343000000.0
"Individuals, partnerships, and corporations",2022-06-30,1525703000000.0
"Individuals, partnerships, and corporations",2022-09-30,1517061000000.0
"Individuals, partnerships, and corporations",2022-12-31,1456334000000.0
"Individuals, partnerships, and corporations",2023-03-31,1476389000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2001-03-31,16177000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2001-06-30,13649000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2001-09-30,12702000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2008-03-31,9500000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2008-09-30,8881000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2008-12-31,32755000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2009-03-31,24514000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2009-06-30,25067000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2009-12-31,16372000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2010-03-31,15457000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2010-06-30,12248000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2010-09-30,14653000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2010-12-31,11531000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2011-03-31,15736000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2011-09-30,13589000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2011-12-31,7852000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2014-09-30,9186000000.0
U.S banks (including IBFs and foreign branches of U.S banks) and other U.S depository institutions,2018-06-30,530000000.0
U.S Government and states and political subdivisions in the U.S,2001-06-30,153000000.0
U.S Government and states and political subdivisions in the U.S,2001-12-31,101000000.0
U.S Government and states and political subdivisions in the U.S,2007-12-31,94000000.0
U.S Government and states and political subdivisions in the U.S,2008-06-30,2000000.0
U.S Government and states and political subdivisions in the U.S,2011-03-31,182000000.0
U.S Government and states and political subdivisions in the U.S,2011-06-30,172000000.0
U.S Government and states and political subdivisions in the U.S,2011-09-30,129000000.0
U.S Government and states and political subdivisions in the U.S,2011-12-31,118000000.0
U.S Government and states and political subdivisions in the U.S,2012-03-31,637000000.0
U.S Government and states and political subdivisions in the U.S,2012-06-30,274000000.0
U.S Government and states and political subdivisions in the U.S,2016-03-31,200000000.0
U.S Government and states and political subdivisions in the U.S,2020-03-31,255000000.0
U.S Government and states and political subdivisions in the U.S,2020-06-30,127000000.0
U.S Government and states and political subdivisions in the U.S,2020-12-31,143000000.0
U.S Government and states and political subdivisions in the U.S,2021-06-30,104000000.0
U.S Government and states and political subdivisions in the U.S,2021-12-31,143000000.0
U.S Government and states and political subdivisions in the U.S,2022-03-31,87000000.0
U.S Government and states and political subdivisions in the U.S,2022-09-30,107000000.0
Fiduciary accounts held in foreign offices,2013-06-30,135081000000.0
Fiduciary accounts held in foreign offices,2021-12-31,131147000000.0
Fiduciary accounts held in foreign offices,2022-03-31,151226000000.0
Fiduciary accounts held in foreign offices,2022-06-30,144680000000.0
Fiduciary accounts held in foreign offices,2022-09-30,133305000000.0
Fiduciary accounts held in foreign offices,2022-12-31,125243000000.0
Fiduciary accounts held in foreign offices,2023-03-31,134891000000.0
Fiduciary accounts held in foreign offices,2001-12-31,1438421000000.0
Fiduciary accounts held in foreign offices,2002-03-31,1531247000000.0
Fiduciary accounts held in foreign offices,2002-06-30,1554239000000.0
Fiduciary accounts held in foreign offices,2002-09-30,1383238000000.0
Fiduciary accounts held in foreign offices,2002-12-31,1410753000000.0
Fiduciary accounts held in foreign offices,2003-03-31,1423052000000.0
Fiduciary accounts held in foreign offices,2003-06-30,1580390000000.0
Fiduciary accounts held in foreign offices,2003-09-30,1659041000000.0
Fiduciary accounts held in foreign offices,2003-12-31,1886812000000.0
Fiduciary accounts held in foreign offices,2004-03-31,2025717000000.0
Fiduciary accounts held in foreign offices,2004-06-30,2046198000000.0
Fiduciary accounts held in foreign offices,2004-09-30,2167442000000.0
Fiduciary accounts held in foreign offices,2004-12-31,2449958000000.0
Fiduciary accounts held in foreign offices,2005-03-31,2683252000000.0
Fiduciary accounts held in foreign offices,2005-06-30,2749594000000.0
Fiduciary accounts held in foreign offices,2005-09-30,3073930000000.0
Fiduciary accounts held in foreign offices,2005-12-31,3302449000000.0
Fiduciary accounts held in foreign offices,2006-03-31,3618547000000.0
Fiduciary accounts held in foreign offices,2006-06-30,3747202000000.0
Fiduciary accounts held in foreign offices,2006-09-30,4256708000000.0
Fiduciary accounts held in foreign offices,2006-12-31,4909619000000.0
Fiduciary accounts held in foreign offices,2007-03-31,4854085000000.0
Fiduciary accounts held in foreign offices,2007-06-30,5201736000000.0
Fiduciary accounts held in foreign offices,2007-12-31,6564974000000.0
Fiduciary accounts held in foreign offices,2008-03-31,6516571000000.0
Fiduciary accounts held in foreign offices,2008-06-30,6590311000000.0
Fiduciary accounts held in foreign offices,2008-09-30,5644159000000.0
Fiduciary accounts held in foreign offices,2008-12-31,5012873000000.0
Fiduciary accounts held in foreign offices,2009-03-31,5227173000000.0
Fiduciary accounts held in foreign offices,2009-12-31,4604832000000.0
Fiduciary accounts held in foreign offices,2010-03-31,4685057000000.0
Fiduciary accounts held in foreign offices,2010-06-30,4313071000000.0
Fiduciary accounts held in foreign offices,2010-09-30,5014229000000.0
Fiduciary accounts held in foreign offices,2010-12-31,5402845000000.0
Fiduciary accounts held in foreign offices,2011-06-30,5979452000000.0
Fiduciary accounts held in foreign offices,2011-09-30,5431598000000.0
Fiduciary accounts held in foreign offices,2012-09-30,6685572000000.0
Fiduciary accounts held in foreign offices,2013-03-31,7241609000000.0
Fiduciary accounts held in foreign offices,2013-06-30,6977670000000.0
Fiduciary accounts held in foreign offices,2013-09-30,7497369000000.0
Fiduciary accounts held in foreign offices,2013-12-31,7852243000000.0
Fiduciary accounts held in foreign offices,2014-03-31,8006158000000.0
Fiduciary accounts held in foreign offices,2014-06-30,8294714000000.0
Fiduciary accounts held in foreign offices,2014-09-30,7936866000000.0
Fiduciary accounts held in foreign offices,2014-12-31,7067544000000.0
Fiduciary accounts held in foreign offices,2015-06-30,6999310000000.0
Fiduciary accounts held in foreign offices,2015-09-30,5061851000000.0
Fiduciary accounts held in foreign offices,2016-09-30,5368803000000.0
Fiduciary accounts held in foreign offices,2016-12-31,5168797000000.0
Fiduciary accounts held in foreign offices,2017-03-31,5497651000000.0
Fiduciary accounts held in foreign offices,2017-06-30,5738780000000.0
Fiduciary accounts held in foreign offices,2018-06-30,6069159000000.0
Fiduciary accounts held in foreign offices,2019-12-31,6635952000000.0
Fiduciary accounts held in foreign offices,2020-03-31,5710657000000.0
Fiduciary accounts held in foreign offices,2020-12-31,7038134000000.0
Fiduciary accounts held in foreign offices,2021-03-31,7118564000000.0
Fiduciary accounts held in foreign offices,2021-06-30,7322821000000.0
Fiduciary accounts held in foreign offices,2021-09-30,7264756000000.0
Fiduciary accounts held in foreign offices,2021-12-31,7414192000000.0
Fiduciary accounts held in foreign offices,2022-03-31,7086074000000.0
Fiduciary accounts held in foreign offices,2022-09-30,5760589000000.0
Fiduciary accounts held in foreign offices,2023-03-31,6536136000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2009-09-30,469074000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2009-12-31,491901000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2010-03-31,475372000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2011-03-31,481709000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2011-06-30,480403000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2015-06-30,329824000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2015-09-30,325853000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2015-12-31,264282000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2016-12-31,266296000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2018-06-30,273174000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2020-06-30,370414000000.0
"Total foreign deposits, including interest accrued and unpaid thereon",2020-09-30,378169000000.0
(Advanced approaches institutions that exit parallel run only): Total capital,2014-06-30,160425000000.0
